Afrik	Afrique
Wat	Watt
Pwa (legim)	Pois
Vòlt	Volt
Meteyoloji	Météorologie
Ca Mau	Cà Mau
552 (almanak jilyen)	552
Joul	Joule
Izotòp	Isotope
Ispayola	Hispaniola
Harrisburg, Pennsilvani	Harrisburg
Da Lat	Đà Lạt
Da Nang	Đà Nẵng
Pèsi	Persil
Pwa (mezi)	Poids
Mato	Marteau (outil)
Pychillimu	Pichilemu
Òkide	Orchidaceae
Mouch	Diptera
Anjyospèm	Magnoliophyta
Phan Thiet	Phan Thiết
Paul Langevin	Paul Langevin
Trenton, New Jersey	Trenton (New Jersey)
Masipyal	Marsupialia
Etwaldemè	Étoile de mer
Sapen	Sapin
Rezistans (kouran)	Résistance (électricité)
Plankton	Plancton
Kobe bryant	Kobe Bryant
Din	Dune
Rosinyòl	Rossignol philomèle
Newark, New Jersey	Newark (New Jersey)
Koulon	Coulomb
Escherichia coli	Escherichia coli
600 (almanak jilyen)	600
400 (almanak jilyen)	400
300 (almanak jilyen)	300
Thomas Young	Thomas Young
Mamifè plasentè	Placentalia
Vwal	Voile (navire)
Sispansyon	Suspension (chimie)
Università Niccolò Cusano	Université Nicolas-de-Cues
Jersey City, New Jersey	Jersey City
Bò	Arête (géométrie)
Whitefish, Montana	Whitefish (Montana)
Euless, Texas	Euless
Keller, Texas	Keller (Texas)
North Richland Hills, Texas	North Richland Hills
Lewisville, Texas	Lewisville (Texas)
Hurst, Texas	Hurst (Texas)
Haltom City, Texas	Haltom City
Fetis	Fœtus
Amwaz	Artemisia vulgaris
Charles Marie de La Condamine	Charles Marie de La Condamine
Lanni	Aneth
Jiwòf	Giroflier
Davenport, Iowa	Davenport (Iowa)
Tanezi	Tanaisie commune
Plant vaskilè	Tracheophyta
Puisans elektrik	Puissance active
Friedrich Risner	Friedrich Risner
Dantis	Chirurgien-dentiste
Afrik disid (zòn)	Afrique australe
Marblehead, Massachusetts	Marblehead
Heiner Zieschang	Heiner Zieschang
Ewafrazi	Afro-Eurasie
Gustav Roch	Gustav Roch
Lotèl	Hôtel
Frè ak sè nan Jezikri	Christadelphe
Chantè	Chant
Jefferson City, Missouri	Jefferson City (Missouri)
Abdus Salam	Abdus Salam
Baton Rouge, Lwizyana	Bâton-Rouge
Concord, New Hampshire	Concord (New Hampshire)
Lincoln, Nebraska	Lincoln (Nebraska)
Anapolis (Merilann)	Annapolis
Sèlri	Céleri
Mandan (Dakota dinò)	Mandan (Dakota du Nord)
Chòvsourit	Chiroptera
36 (almanak jilyen)	36
Cheve	Poil
Springfield, Ilinwa	Springfield (Illinois)
Tarnobrzeg	Tarnobrzeg
Frankfort, Kentucky	Frankfort (Kentucky)
Jestasyon	Gestation
Inivèsite Èlsinki	Université d'Helsinki
Nikleyotid	Nucléotide
Pwopriyete koligatif	Propriété colligative
Twal	Textile
Saint Paul, Minnesota	Saint Paul (Minnesota)
Alexis Clairaut	Alexis Claude Clairaut
GMC (General Motor Company)	GMC
Johann Peter Gustav Lejeune Dirichlet	Johann Peter Gustav Lejeune Dirichlet
Montgomery (Alabama)	Montgomery (Alabama)
Boca Raton, Florid	Boca Raton
Juneau (Alaska)	Juneau
Chin	Monde chinois
Dansite	Masse volumique
Manbràn selilè	Membrane plasmique
Carbondale, Kansas	Carbondale (Kansas)
Narendra Karmarkar	Narendra Karmarkar
Piedmont, Oklahoma	Piedmont (Oklahoma)
815 (almanak jilyen)	815
816 (almanak jilyen)	816
822 (almanak jilyen)	822
840 (almanak jilyen)	840
823 (almanak jilyen)	823
811 (almanak jilyen)	811
771 (almanak jilyen)	771
888 (almanak jilyen)	888
768 (almanak jilyen)	768
851 (almanak jilyen)	851
205 (almanak jilyen)	205
159 (almanak jilyen)	159
107 (almanak jilyen)	107
162 (almanak jilyen)	162
103 (almanak jilyen)	103
802 (almanak jilyen)	802
804 (almanak jilyen)	804
119 (almanak jilyen)	119
118 (almanak jilyen)	118
801 (almanak jilyen)	801
807 (almanak jilyen)	807
806 (almanak jilyen)	806
152 (almanak jilyen)	152
240 (almanak jilyen)	240
218 (almanak jilyen)	218
655 (almanak jilyen)	655
496 (almanak jilyen)	496
238 (almanak jilyen)	238
Awondisman	Arrondissement
197 (almanak jilyen)	197
451 (almanak jilyen)	451
775 (almanak jilyen)	775
489 (almanak jilyen)	489
784 (almanak jilyen)	784
661 (almanak jilyen)	661
625 (almanak jilyen)	625
653 (almanak jilyen)	653
904 (almanak jilyen)	904
921 (almanak jilyen)	921
923 (almanak jilyen)	923
1126 (almanak jilyen)	1126
668 (almanak jilyen)	668
636 (almanak jilyen)	636
408 (almanak jilyen)	408
464 (almanak jilyen)	464
Makro	Maquereau commun
410 (almanak jilyen)	410
956 (almanak jilyen)	956
952 (almanak jilyen)	952
658 (almanak jilyen)	658
650 (almanak jilyen)	650
518 (almanak jilyen)	518
70 (almanak jilyen)	70
81 (almanak jilyen)	81
69 (almanak jilyen)	69
87 (almanak jilyen)	87
65 (almanak jilyen)	65
66 (almanak jilyen)	66
67 (almanak jilyen)	67
55 (almanak jilyen)	55
34 (almanak jilyen)	34
44 (almanak jilyen)	44
35 (almanak jilyen)	35
64 (almanak jilyen)	64
504 (almanak jilyen)	504
453 (almanak jilyen)	453
161 (almanak jilyen)	161
169 (almanak jilyen)	169
481 (almanak jilyen)	481
151 (almanak jilyen)	151
155 (almanak jilyen)	155
128 (almanak jilyen)	128
129 (almanak jilyen)	129
463 (almanak jilyen)	463
193 (almanak jilyen)	193
674 (almanak jilyen)	674
687 (almanak jilyen)	687
251 (almanak jilyen)	251
337 (almanak jilyen)	337
786 (almanak jilyen)	786
660 (almanak jilyen)	660
50 (almanak jilyen)	50
260 (almanak jilyen)	260
501 (almanak jilyen)	501
45 (almanak jilyen)	45
491 (almanak jilyen)	491
49 (almanak jilyen)	49
Ecser	Ecser
978 (almanak jilyen)	978
Lang silezyen	Silésien (langue slave)
221 (almanak jilyen)	221
543 (almanak jilyen)	543
536 (almanak jilyen)	536
230 (almanak jilyen)	230
762 (almanak jilyen)	762
610 (almanak jilyen)	610
787 (almanak jilyen)	787
480 (almanak jilyen)	480
209 (almanak jilyen)	209
202 (almanak jilyen)	202
192 (almanak jilyen)	192
681 (almanak jilyen)	681
819 (almanak jilyen)	819
173 (almanak jilyen)	173
867 (almanak jilyen)	867
865 (almanak jilyen)	865
827 (almanak jilyen)	827
824 (almanak jilyen)	824
847 (almanak jilyen)	847
883 (almanak jilyen)	883
829 (almanak jilyen)	829
813 (almanak jilyen)	813
910 (almanak jilyen)	910
850 (almanak jilyen)	850
808 (almanak jilyen)	808
853 (almanak jilyen)	853
872 (almanak jilyen)	872
873 (almanak jilyen)	873
856 (almanak jilyen)	856
858 (almanak jilyen)	858
831 (almanak jilyen)	831
857 (almanak jilyen)	857
828 (almanak jilyen)	828
826 (almanak jilyen)	826
833 (almanak jilyen)	833
848 (almanak jilyen)	848
834 (almanak jilyen)	834
881 (almanak jilyen)	881
852 (almanak jilyen)	852
163 (almanak jilyen)	163
154 (almanak jilyen)	154
201 (almanak jilyen)	201
803 (almanak jilyen)	803
805 (almanak jilyen)	805
52 (almanak jilyen)	52
532 (almanak jilyen)	532
82 (almanak jilyen)	82
84 (almanak jilyen)	84
73 (almanak jilyen)	73
72 (almanak jilyen)	72
62 (almanak jilyen)	62
71 (almanak jilyen)	71
75 (almanak jilyen)	75
74 (almanak jilyen)	74
83 (almanak jilyen)	83
78 (almanak jilyen)	78
77 (almanak jilyen)	77
90 (almanak jilyen)	90
80 (almanak jilyen)	80
627 (almanak jilyen)	627
Е	Е
456 (almanak jilyen)	456
91 (almanak jilyen)	91
190 (almanak jilyen)	190
109 (almanak jilyen)	109
53 (almanak jilyen)	53
270 (almanak jilyen)	270
688 (almanak jilyen)	688
452 (almanak jilyen)	452
795 (almanak jilyen)	795
465 (almanak jilyen)	465
778 (almanak jilyen)	778
846 (almanak jilyen)	846
830 (almanak jilyen)	830
404 (almanak jilyen)	404
Prezidan	Président
908 (almanak jilyen)	908
896 (almanak jilyen)	896
897 (almanak jilyen)	897
927 (almanak jilyen)	927
63 (almanak jilyen)	63
555 (almanak jilyen)	555
571 (almanak jilyen)	571
86 (almanak jilyen)	86
401 (almanak jilyen)	401
890 (almanak jilyen)	890
533 (almanak jilyen)	533
264 (almanak jilyen)	264
99 (almanak jilyen)	99
415 (almanak jilyen)	415
483 (almanak jilyen)	483
469 (almanak jilyen)	469
462 (almanak jilyen)	462
459 (almanak jilyen)	459
466 (almanak jilyen)	466
402 (almanak jilyen)	402
761 (almanak jilyen)	761
780 (almanak jilyen)	780
675 (almanak jilyen)	675
689 (almanak jilyen)	689
774 (almanak jilyen)	774
759 (almanak jilyen)	759
758 (almanak jilyen)	758
350 (almanak jilyen)	350
782 (almanak jilyen)	782
760 (almanak jilyen)	760
785 (almanak jilyen)	785
783 (almanak jilyen)	783
767 (almanak jilyen)	767
766 (almanak jilyen)	766
211 (almanak jilyen)	211
232 (almanak jilyen)	232
204 (almanak jilyen)	204
188 (almanak jilyen)	188
98 (almanak jilyen)	98
894 (almanak jilyen)	894
891 (almanak jilyen)	891
602 (almanak jilyen)	602
628 (almanak jilyen)	628
892 (almanak jilyen)	892
601 (almanak jilyen)	601
672 (almanak jilyen)	672
682 (almanak jilyen)	682
821 (almanak jilyen)	821
648 (almanak jilyen)	648
686 (almanak jilyen)	686
664 (almanak jilyen)	664
677 (almanak jilyen)	677
640 (almanak jilyen)	640
110 (almanak jilyen)	110
111 (almanak jilyen)	111
137 (almanak jilyen)	137
138 (almanak jilyen)	138
122 (almanak jilyen)	122
140 (almanak jilyen)	140
809 (almanak jilyen)	809
167 (almanak jilyen)	167
665 (almanak jilyen)	665
776 (almanak jilyen)	776
763 (almanak jilyen)	763
Rudolf Clausius	Rudolf Clausius
769 (almanak jilyen)	769
667 (almanak jilyen)	667
529 (almanak jilyen)	529
777 (almanak jilyen)	777
788 (almanak jilyen)	788
671 (almanak jilyen)	671
772 (almanak jilyen)	772
432 (almanak jilyen)	432
231 (almanak jilyen)	231
237 (almanak jilyen)	237
239 (almanak jilyen)	239
130 (almanak jilyen)	130
226 (almanak jilyen)	226
207 (almanak jilyen)	207
475 (almanak jilyen)	475
454 (almanak jilyen)	454
495 (almanak jilyen)	495
468 (almanak jilyen)	468
461 (almanak jilyen)	461
460 (almanak jilyen)	460
194 (almanak jilyen)	194
210 (almanak jilyen)	210
225 (almanak jilyen)	225
311 (almanak jilyen)	311
220 (almanak jilyen)	220
541 (almanak jilyen)	541
642 (almanak jilyen)	642
313 (almanak jilyen)	313
180 (almanak jilyen)	180
794 (almanak jilyen)	794
587 (almanak jilyen)	587
530 (almanak jilyen)	530
609 (almanak jilyen)	609
497 (almanak jilyen)	497
540 (almanak jilyen)	540
428 (almanak jilyen)	428
548 (almanak jilyen)	548
422 (almanak jilyen)	422
549 (almanak jilyen)	549
457 (almanak jilyen)	457
478 (almanak jilyen)	478
253 (almanak jilyen)	253
467 (almanak jilyen)	467
458 (almanak jilyen)	458
158 (almanak jilyen)	158
157 (almanak jilyen)	157
164 (almanak jilyen)	164
124 (almanak jilyen)	124
113 (almanak jilyen)	113
121 (almanak jilyen)	121
106 (almanak jilyen)	106
551 (almanak jilyen)	551
494 (almanak jilyen)	494
320 (almanak jilyen)	320
242 (almanak jilyen)	242
Ё	Ё
291 (almanak jilyen)	291
48 (almanak jilyen)	48
97 (almanak jilyen)	97
56 (almanak jilyen)	56
93 (almanak jilyen)	93
57 (almanak jilyen)	57
503 (almanak jilyen)	503
510 (almanak jilyen)	510
509 (almanak jilyen)	509
474 (almanak jilyen)	474
484 (almanak jilyen)	484
576 (almanak jilyen)	576
493 (almanak jilyen)	493
479 (almanak jilyen)	479
287 (almanak jilyen)	287
407 (almanak jilyen)	407
485 (almanak jilyen)	485
547 (almanak jilyen)	547
546 (almanak jilyen)	546
544 (almanak jilyen)	544
537 (almanak jilyen)	537
535 (almanak jilyen)	535
502 (almanak jilyen)	502
527 (almanak jilyen)	527
Yarèn	Yaren
508 (almanak jilyen)	508
Kòd	Corde (outil)
525 (almanak jilyen)	525
613 (almanak jilyen)	613
618 (almanak jilyen)	618
617 (almanak jilyen)	617
608 (almanak jilyen)	608
645 (almanak jilyen)	645
621 (almanak jilyen)	621
606 (almanak jilyen)	606
623 (almanak jilyen)	623
604 (almanak jilyen)	604
603 (almanak jilyen)	603
626 (almanak jilyen)	626
619 (almanak jilyen)	619
634 (almanak jilyen)	634
630 (almanak jilyen)	630
614 (almanak jilyen)	614
505 (almanak jilyen)	505
446 (almanak jilyen)	446
791 (almanak jilyen)	791
557 (almanak jilyen)	557
656 (almanak jilyen)	656
657 (almanak jilyen)	657
659 (almanak jilyen)	659
651 (almanak jilyen)	651
676 (almanak jilyen)	676
670 (almanak jilyen)	670
652 (almanak jilyen)	652
673 (almanak jilyen)	673
654 (almanak jilyen)	654
647 (almanak jilyen)	647
812 (almanak jilyen)	812
669 (almanak jilyen)	669
792 (almanak jilyen)	792
649 (almanak jilyen)	649
93 (nonm)	93 (nombre)
895 (almanak jilyen)	895
756 (almanak jilyen)	756
663 (almanak jilyen)	663
779 (almanak jilyen)	779
662 (almanak jilyen)	662
684 (almanak jilyen)	684
773 (almanak jilyen)	773
757 (almanak jilyen)	757
435 (almanak jilyen)	435
790 (almanak jilyen)	790
437 (almanak jilyen)	437
433 (almanak jilyen)	433
764 (almanak jilyen)	764
426 (almanak jilyen)	426
781 (almanak jilyen)	781
425 (almanak jilyen)	425
429 (almanak jilyen)	429
423 (almanak jilyen)	423
765 (almanak jilyen)	765
Cicero, New York	Cicero (New York)
235 (almanak jilyen)	235
233 (almanak jilyen)	233
223 (almanak jilyen)	223
224 (almanak jilyen)	224
216 (almanak jilyen)	216
219 (almanak jilyen)	219
254 (almanak jilyen)	254
272 (almanak jilyen)	272
208 (almanak jilyen)	208
175 (almanak jilyen)	175
170 (almanak jilyen)	170
171 (almanak jilyen)	171
172 (almanak jilyen)	172
58 (almanak jilyen)	58
59 (almanak jilyen)	59
139 (almanak jilyen)	139
114 (almanak jilyen)	114
134 (almanak jilyen)	134
135 (almanak jilyen)	135
179 (almanak jilyen)	179
142 (almanak jilyen)	142
96 (almanak jilyen)	96
181 (almanak jilyen)	181
146 (almanak jilyen)	146
145 (almanak jilyen)	145
183 (almanak jilyen)	183
182 (almanak jilyen)	182
184 (almanak jilyen)	184
324 (almanak jilyen)	324
589 (almanak jilyen)	589
Jako	Psittaciformes
521 (almanak jilyen)	521
92 (almanak jilyen)	92
597 (almanak jilyen)	597
329 (almanak jilyen)	329
133 (almanak jilyen)	133
413 (almanak jilyen)	413
258 (almanak jilyen)	258
259 (almanak jilyen)	259
196 (almanak jilyen)	196
236 (almanak jilyen)	236
789 (almanak jilyen)	789
332 (almanak jilyen)	332
631 (almanak jilyen)	631
487 (almanak jilyen)	487
638 (almanak jilyen)	638
473 (almanak jilyen)	473
176 (almanak jilyen)	176
143 (almanak jilyen)	143
643 (almanak jilyen)	643
523 (almanak jilyen)	523
215 (almanak jilyen)	215
148 (almanak jilyen)	148
247 (almanak jilyen)	247
424 (almanak jilyen)	424
641 (almanak jilyen)	641
492 (almanak jilyen)	492
639 (almanak jilyen)	639
256 (almanak jilyen)	256
441 (almanak jilyen)	441
131 (almanak jilyen)	131
191 (almanak jilyen)	191
450 (almanak jilyen)	450
612 (almanak jilyen)	612
635 (almanak jilyen)	635
611 (almanak jilyen)	611
534 (almanak jilyen)	534
488 (almanak jilyen)	488
607 (almanak jilyen)	607
524 (almanak jilyen)	524
282 (almanak jilyen)	282
472 (almanak jilyen)	472
471 (almanak jilyen)	471
490 (almanak jilyen)	490
316 (almanak jilyen)	316
Anachi	Anarchie
797 (almanak jilyen)	797
511 (almanak jilyen)	511
295 (almanak jilyen)	295
598 (almanak jilyen)	598
303 (almanak jilyen)	303
250 (almanak jilyen)	250
515 (almanak jilyen)	515
San Saba, Texas	San Saba (Texas)
512 (almanak jilyen)	512
418 (almanak jilyen)	418
333 (almanak jilyen)	333
294 (almanak jilyen)	294
158 (nonm)	158 (nombre)
217 (almanak jilyen)	217
277 (almanak jilyen)	277
578 (almanak jilyen)	578
312 (almanak jilyen)	312
284 (almanak jilyen)	284
283 (almanak jilyen)	283
241 (almanak jilyen)	241
243 (almanak jilyen)	243
262 (almanak jilyen)	262
498 (almanak jilyen)	498
336 (almanak jilyen)	336
334 (almanak jilyen)	334
266 (almanak jilyen)	266
Bòks	Boxe anglaise
261 (almanak jilyen)	261
470 (almanak jilyen)	470
349 (almanak jilyen)	349
271 (almanak jilyen)	271
275 (almanak jilyen)	275
292 (almanak jilyen)	292
296 (almanak jilyen)	296
345 (almanak jilyen)	345
431 (almanak jilyen)	431
304 (almanak jilyen)	304
550 (almanak jilyen)	550
586 (almanak jilyen)	586
588 (almanak jilyen)	588
554 (almanak jilyen)	554
229 (almanak jilyen)	229
583 (almanak jilyen)	583
265 (almanak jilyen)	265
263 (almanak jilyen)	263
585 (almanak jilyen)	585
582 (almanak jilyen)	582
556 (almanak jilyen)	556
420 (almanak jilyen)	420
280 (almanak jilyen)	280
581 (almanak jilyen)	581
558 (almanak jilyen)	558
302 (almanak jilyen)	302
309 (almanak jilyen)	309
353 (almanak jilyen)	353
335 (almanak jilyen)	335
367 (almanak jilyen)	367
344 (almanak jilyen)	344
245 (almanak jilyen)	245
290 (almanak jilyen)	290
449 (almanak jilyen)	449
308 (almanak jilyen)	308
255 (almanak jilyen)	255
439 (almanak jilyen)	439
319 (almanak jilyen)	319
318 (almanak jilyen)	318
299 (almanak jilyen)	299
419 (almanak jilyen)	419
Nina Bari	Nina Bari
416 (almanak jilyen)	416
338 (almanak jilyen)	338
310 (almanak jilyen)	310
315 (almanak jilyen)	315
359 (almanak jilyen)	359
360 (almanak jilyen)	360
273 (almanak jilyen)	273
286 (almanak jilyen)	286
Kouto	Couteau
288 (almanak jilyen)	288
278 (almanak jilyen)	278
455 (almanak jilyen)	455
577 (almanak jilyen)	577
575 (almanak jilyen)	575
Maplewood, New Jersey	Maplewood (New Jersey)
482 (almanak jilyen)	482
486 (almanak jilyen)	486
580 (almanak jilyen)	580
567 (almanak jilyen)	567
564 (almanak jilyen)	564
561 (almanak jilyen)	561
328 (almanak jilyen)	328
325 (almanak jilyen)	325
317 (almanak jilyen)	317
574 (almanak jilyen)	574
566 (almanak jilyen)	566
249 (almanak jilyen)	249
348 (almanak jilyen)	348
442 (almanak jilyen)	442
443 (almanak jilyen)	443
267 (almanak jilyen)	267
244 (almanak jilyen)	244
248 (almanak jilyen)	248
343 (almanak jilyen)	343
562 (almanak jilyen)	562
417 (almanak jilyen)	417
268 (almanak jilyen)	268
590 (almanak jilyen)	590
269 (almanak jilyen)	269
499 (almanak jilyen)	499
409 (almanak jilyen)	409
405 (almanak jilyen)	405
406 (almanak jilyen)	406
403 (almanak jilyen)	403
414 (almanak jilyen)	414
411 (almanak jilyen)	411
412 (almanak jilyen)	412
560 (almanak jilyen)	560
592 (almanak jilyen)	592
Zèb (bèt)	Zèbre
276 (almanak jilyen)	276
314 (almanak jilyen)	314
323 (almanak jilyen)	323
366 (almanak jilyen)	366
362 (almanak jilyen)	362
545 (almanak jilyen)	545
531 (almanak jilyen)	531
514 (almanak jilyen)	514
513 (almanak jilyen)	513
539 (almanak jilyen)	539
538 (almanak jilyen)	538
519 (almanak jilyen)	519
516 (almanak jilyen)	516
520 (almanak jilyen)	520
522 (almanak jilyen)	522
528 (almanak jilyen)	528
506 (almanak jilyen)	506
526 (almanak jilyen)	526
507 (almanak jilyen)	507
214 (almanak jilyen)	214
213 (almanak jilyen)	213
212 (almanak jilyen)	212
228 (almanak jilyen)	228
227 (almanak jilyen)	227
149 (almanak jilyen)	149
174 (almanak jilyen)	174
189 (almanak jilyen)	189
199 (almanak jilyen)	199
141 (almanak jilyen)	141
132 (almanak jilyen)	132
125 (almanak jilyen)	125
123 (almanak jilyen)	123
147 (almanak jilyen)	147
Allen, Texas	Allen (Texas)
144 (almanak jilyen)	144
198 (almanak jilyen)	198
178 (almanak jilyen)	178
177 (almanak jilyen)	177
Abriyon	Embryon
187 (almanak jilyen)	187
195 (almanak jilyen)	195
186 (almanak jilyen)	186
347 (almanak jilyen)	347
620 (almanak jilyen)	620
624 (almanak jilyen)	624
605 (almanak jilyen)	605
629 (almanak jilyen)	629
616 (almanak jilyen)	616
615 (almanak jilyen)	615
644 (almanak jilyen)	644
646 (almanak jilyen)	646
633 (almanak jilyen)	633
Lang kreyòl	Créole
637 (almanak jilyen)	637
436 (almanak jilyen)	436
434 (almanak jilyen)	434
293 (almanak jilyen)	293
427 (almanak jilyen)	427
185 (almanak jilyen)	185
321 (almanak jilyen)	321
327 (almanak jilyen)	327
Aksan	Dialecte
430 (almanak jilyen)	430
447 (almanak jilyen)	447
Little Rock, Arkansas	Little Rock
569 (almanak jilyen)	569
568 (almanak jilyen)	568
444 (almanak jilyen)	444
796 (almanak jilyen)	796
798 (almanak jilyen)	798
Buon Ma Thuot	Buôn Ma Thuột
793 (almanak jilyen)	793
685 (almanak jilyen)	685
Hartford, Connecticut	Hartford (Connecticut)
799 (almanak jilyen)	799
Kreyòl ayisyen	Créole haïtien
683 (almanak jilyen)	683
274 (almanak jilyen)	274
Dover, Delaware	Dover (Delaware)
Matematik aplike	Mathématiques appliquées
579 (almanak jilyen)	579
281 (almanak jilyen)	281
306 (almanak jilyen)	306
438 (almanak jilyen)	438
297 (almanak jilyen)	297
421 (almanak jilyen)	421
298 (almanak jilyen)	298
351 (almanak jilyen)	351
352 (almanak jilyen)	352
355 (almanak jilyen)	355
95 (almanak jilyen)	95
94 (almanak jilyen)	94
594 (almanak jilyen)	594
542 (almanak jilyen)	542
448 (almanak jilyen)	448
445 (almanak jilyen)	445
305 (almanak jilyen)	305
234 (almanak jilyen)	234
565 (almanak jilyen)	565
381 (almanak jilyen)	381
385 (almanak jilyen)	385
553 (almanak jilyen)	553
307 (almanak jilyen)	307
584 (almanak jilyen)	584
346 (almanak jilyen)	346
257 (almanak jilyen)	257
285 (almanak jilyen)	285
591 (almanak jilyen)	591
Metamòfoz	Métamorphose (biologie)
289 (almanak jilyen)	289
Bertrand Russell	Bertrand Russell
Men	Main
Du Fu	Du Fu
563 (almanak jilyen)	563
252 (almanak jilyen)	252
Popilasyon	Population
595 (almanak jilyen)	595
246 (almanak jilyen)	246
596 (almanak jilyen)	596
593 (almanak jilyen)	593
357 (almanak jilyen)	357
573 (almanak jilyen)	573
Pyè	Pierre (apôtre)
Fèy	Feuille
Valparaíso, Chili	Valparaiso
Aktè	Acteur
Pye pom kajou	Anacardier
Latitid	Latitude
559 (almanak jilyen)	559
599 (almanak jilyen)	599
326 (almanak jilyen)	326
341 (almanak jilyen)	341
322 (almanak jilyen)	322
Fàgo (Dakota dinò)	Fargo (Dakota du Nord)
386 (almanak jilyen)	386
Founafouti	Funafuti
374 (almanak jilyen)	374
Grann Fòks	Grand Forks
380 (almanak jilyen)	380
Tok pisin	Tok pisin
Bè	Beurre
Teyoloji	Théologie
Mossad	Mossad
136 (almanak jilyen)	136
Linus Torvalds	Linus Torvalds
Pòtoprens (komin)	Port-au-Prince
Międzyrzec Podlaski	Międzyrzec Podlaski
Levanjil	Évangiles
Astroloji	Astrologie
Savon	Savon
New Orleans, Lwizyana	La Nouvelle-Orléans
Philippe Auguste	Philippe II Auguste
Saint-Dié-des-Vosges	Saint-Dié-des-Vosges
Sergey Nikolsky	Sergueï Nikolski
Elikoptè	Hélicoptère
Ipopotam	Hippopotamus amphibius
382 (almanak jilyen)	382
Bela Lugosi	Béla Lugosi
342 (almanak jilyen)	342
373 (almanak jilyen)	373
372 (almanak jilyen)	372
Dwèt	Doigt
Albert Camus	Albert Camus
Sab	Sable
Woz (flè)	Rosier
Kinstòn	Kingston (Jamaïque)
Lewopa	Léopard
Rinoseròs	Rhinocéros
Mitoloji grèk	Mythologie grecque
Dayton, Ohio	Dayton (Ohio)
Somaliland	Somaliland
Reyon X	Rayon X
Sen Domeng	Saint-Domingue (ville)
Tequixquiac	Tequixquiac
Oklahoma City, Oklahoma	Oklahoma City
Liksanbou (menm non)	Luxembourg
Papay	Papayer
375 (almanak jilyen)	375
Benjamin Franklin	Benjamin Franklin
Chou	Chou cabus
Agatha Christie	Agatha Christie
Lis kapital	Liste des capitales du monde
Abitid se vis	Proverbe
Wilhelm Conrad Röntgen	Wilhelm Röntgen
Kowèt	Koweït (ville)
Glas (pou gade)	Miroir
387 (almanak jilyen)	387
Kolonbo	Colombo
Bichlamar	Bichelamar
Fenèt	Fenêtre
Gwòt	Grotte
Glasye kontinantal	Glacier
Boise (Aydawo)	Boise
